"subj_idx","level","absLevel","levelMean","periodicity","nEvents","rt","response"
4,2,2,2.42,"Aperiodic",7,2.29,1
4,1,1,1.21,"Aperiodic",5,1.467,1
4,-4,4,-4.84,"Aperiodic",11,3.417,1
4,4,4,4.84,"Aperiodic",9,2.479,1
4,4,4,4.84,"Periodic",6,1.902,1
4,-4,4,-4.84,"Aperiodic",4,1.111,1
4,-1,1,-1.21,"Aperiodic",11,3.749,1
4,-1,1,-1.21,"Aperiodic",7,2.238,0
4,-4,4,-4.84,"Periodic",8,2.584,1
4,1,1,1.21,"Periodic",7,2.069,1
4,-2,2,-2.42,"Aperiodic",6,1.87,1
4,-1,1,-1.21,"Aperiodic",10,3.087,1
4,1,1,1.21,"Periodic",9,2.883,1
4,-2,2,-2.42,"Aperiodic",9,2.37,1
4,-2,2,-2.42,"Aperiodic",10,3.35,1
4,-4,4,-4.84,"Aperiodic",8,2.396,1
4,2,2,2.42,"Periodic",9,2.887,1
4,-1,1,-1.21,"Aperiodic",14,4.242,0
4,4,4,4.84,"Aperiodic",5,1.71,1
4,-4,4,-4.84,"Periodic",7,2.014,1
4,-1,1,-1.21,"Periodic",9,2.871,0
4,4,4,4.84,"Periodic",5,1.611,1
4,1,1,1.21,"Aperiodic",10,2.965,0
4,-2,2,-2.42,"Periodic",9,2.676,1
4,-4,4,-4.84,"Periodic",8,2.467,1
4,2,2,2.42,"Aperiodic",6,2.077,1
4,-4,4,-4.84,"Aperiodic",5,1.558,1
4,2,2,2.42,"Periodic",6,1.78,1
4,-1,1,-1.21,"Periodic",9,2.816,1
4,2,2,2.42,"Periodic",5,1.426,1
4,-2,2,-2.42,"Periodic",4,1.322,1
4,-2,2,-2.42,"Periodic",4,1.287,1
4,1,1,1.21,"Aperiodic",5,1.425,1
4,-2,2,-2.42,"Periodic",4,1.114,1
4,4,4,4.84,"Periodic",7,2.223,0
4,1,1,1.21,"Aperiodic",7,2.702,1
4,2,2,2.42,"Periodic",6,1.937,0
4,-1,1,-1.21,"Periodic",9,2.949,0
4,1,1,1.21,"Periodic",12,3.954,1
4,-1,1,-1.21,"Periodic",8,2.445,1
4,4,4,4.84,"Periodic",6,1.895,1
4,4,4,4.84,"Aperiodic",6,1.526,1
4,-1,1,-1.21,"Aperiodic",10,2.862,1
4,2,2,2.42,"Aperiodic",12,3.984,1
4,1,1,1.21,"Aperiodic",9,3.304,1
4,-2,2,-2.42,"Aperiodic",5,1.555,1
4,2,2,2.42,"Aperiodic",7,2.104,1
4,-1,1,-1.21,"Periodic",14,4.515,1
4,4,4,4.84,"Periodic",5,1.464,1
4,-2,2,-2.42,"Periodic",10,3.083,1
4,-4,4,-4.84,"Aperiodic",13,3.802,1
5,-4,4,-10.7,"Periodic",4,1.3,1
5,-2,2,-5.35,"Periodic",8,2.336,1
5,-1,1,-2.675,"Aperiodic",16,5.133,0
5,-4,4,-10.7,"Periodic",4,1.263,1
5,2,2,5.35,"Aperiodic",5,1.322,1
5,-1,1,-2.675,"Periodic",8,2.537,1
5,4,4,10.7,"Aperiodic",4,1.185,1
5,2,2,5.35,"Periodic",6,1.87,1
5,-1,1,-2.675,"Aperiodic",5,1.364,1
5,4,4,10.7,"Periodic",3,0.928,1
5,-2,2,-5.35,"Periodic",20,7.1,1
5,4,4,10.7,"Aperiodic",3,0.844,1
5,2,2,5.35,"Aperiodic",6,1.65,1
5,-4,4,-10.7,"Periodic",2,0.648,1
5,-1,1,-2.675,"Aperiodic",6,1.889,1
5,2,2,5.35,"Aperiodic",4,1.222,1
5,1,1,2.675,"Periodic",10,3.278,1
5,1,1,2.675,"Periodic",10,3.148,1
5,4,4,10.7,"Aperiodic",15,4.747,1
5,1,1,2.675,"Periodic",10,3.098,1
5,1,1,2.675,"Aperiodic",20,6.584,1
5,-2,2,-5.35,"Aperiodic",4,1.23,1
5,2,2,5.35,"Periodic",3,0.843,1
5,-2,2,-5.35,"Aperiodic",8,2.765,1
5,4,4,10.7,"Periodic",4,1.036,1
5,1,1,2.675,"Periodic",16,5.246,1
5,2,2,5.35,"Periodic",3,0.835,1
5,1,1,2.675,"Aperiodic",9,2.583,1
5,1,1,2.675,"Aperiodic",12,3.692,1
5,4,4,10.7,"Periodic",3,0.672,1
5,-1,1,-2.675,"Aperiodic",7,2.479,1
5,2,2,5.35,"Aperiodic",13,4.414,1
5,-4,4,-10.7,"Aperiodic",6,1.603,1
5,2,2,5.35,"Periodic",7,2.011,1
5,-1,1,-2.675,"Periodic",4,1.293,1
5,1,1,2.675,"Aperiodic",3,0.825,1
5,-2,2,-5.35,"Aperiodic",3,0.818,1
5,-4,4,-10.7,"Aperiodic",3,0.662,1
5,4,4,10.7,"Aperiodic",4,1.031,1
5,-1,1,-2.675,"Periodic",2,0.525,1
5,-1,1,-2.675,"Periodic",12,3.976,1
5,-4,4,-10.7,"Aperiodic",12,4.063,1
5,-4,4,-10.7,"Aperiodic",3,0.776,1
5,-4,4,-10.7,"Periodic",6,1.839,1
5,4,4,10.7,"Periodic",3,0.831,1
5,1,1,2.675,"Aperiodic",9,2.684,1
5,-2,2,-5.35,"Aperiodic",4,1.115,0
5,-4,4,-10.7,"Periodic",3,0.685,1
5,-1,1,-2.675,"Periodic",11,3.469,0
5,-2,2,-5.35,"Aperiodic",5,1.308,1
5,-4,4,-10.7,"Aperiodic",6,2.075,1
5,-2,2,-5.35,"Periodic",7,2.163,0
5,-2,2,-5.35,"Periodic",10,3.035,1
5,1,1,2.675,"Periodic",3,0.779,1
5,4,4,10.7,"Periodic",3,0.7,1
5,-2,2,-5.35,"Periodic",4,1.177,1
5,2,2,5.35,"Periodic",6,1.875,1
5,-1,1,-2.675,"Aperiodic",17,5.552,0
5,2,2,5.35,"Aperiodic",5,1.308,1
5,4,4,10.7,"Aperiodic",5,1.494,1
5,-2,2,-5.35,"Periodic",5,1.602,1
5,-2,2,-5.35,"Periodic",6,1.767,1
5,-1,1,-2.675,"Periodic",15,4.941,1
5,4,4,10.7,"Periodic",4,1.065,1
5,1,1,2.675,"Periodic",13,4.222,1
5,-4,4,-10.7,"Periodic",3,0.841,1
5,4,4,10.7,"Aperiodic",3,0.754,1
5,4,4,10.7,"Aperiodic",4,1.508,1
5,-4,4,-10.7,"Periodic",6,1.852,1
5,-1,1,-2.675,"Aperiodic",15,4.973,1
5,-4,4,-10.7,"Aperiodic",4,0.892,1
5,2,2,5.35,"Periodic",14,4.607,1
5,-2,2,-5.35,"Aperiodic",7,2.112,1
5,-1,1,-2.675,"Aperiodic",6,2.172,1
5,-1,1,-2.675,"Aperiodic",11,3.394,0
5,-1,1,-2.675,"Periodic",10,3.049,1
5,1,1,2.675,"Periodic",10,3.032,1
5,-4,4,-10.7,"Aperiodic",3,0.787,1
5,-4,4,-10.7,"Aperiodic",4,1.192,1
5,1,1,2.675,"Aperiodic",3,0.99,1
5,-2,2,-5.35,"Aperiodic",5,1.504,1
5,2,2,5.35,"Periodic",3,0.885,1
5,-1,1,-2.675,"Aperiodic",8,2.596,1
5,-2,2,-5.35,"Aperiodic",4,1.252,1
5,-1,1,-2.675,"Periodic",6,1.989,1
5,2,2,5.35,"Aperiodic",3,0.681,1
5,-2,2,-5.35,"Periodic",8,2.441,1
5,4,4,10.7,"Aperiodic",2,0.748,1
5,1,1,2.675,"Aperiodic",16,5.29,0
5,4,4,10.7,"Periodic",5,1.533,1
5,1,1,2.675,"Periodic",10,3.191,1
5,4,4,10.7,"Aperiodic",4,0.99,1
5,-1,1,-2.675,"Periodic",20,6.973,1
5,-4,4,-10.7,"Periodic",3,0.798,1
5,2,2,5.35,"Aperiodic",5,1.544,1
5,-4,4,-10.7,"Periodic",3,0.825,1
5,2,2,5.35,"Aperiodic",3,1.112,1
5,-2,2,-5.35,"Aperiodic",6,1.929,1
5,-2,2,-5.35,"Periodic",12,3.779,0
5,1,1,2.675,"Aperiodic",3,0.761,1
5,2,2,5.35,"Periodic",6,1.982,1
5,4,4,10.7,"Periodic",2,0.614,1
5,-4,4,-10.7,"Aperiodic",4,1.325,1
5,2,2,5.35,"Periodic",5,1.49,1
5,-2,2,-5.35,"Periodic",3,0.845,1
5,-1,1,-2.675,"Periodic",3,0.979,0
5,-4,4,-10.7,"Periodic",3,0.952,1
5,-1,1,-2.675,"Aperiodic",6,1.882,0
5,1,1,2.675,"Periodic",6,1.975,1
5,4,4,10.7,"Periodic",2,0.465,1
5,4,4,10.7,"Aperiodic",3,0.705,1
5,2,2,5.35,"Aperiodic",2,0.62,1
5,-2,2,-5.35,"Aperiodic",6,2.023,1
5,2,2,5.35,"Periodic",5,1.405,1
5,1,1,2.675,"Periodic",6,1.762,1
5,4,4,10.7,"Periodic",5,1.665,1
5,-4,4,-10.7,"Aperiodic",4,1.505,1
5,1,1,2.675,"Aperiodic",5,1.741,1
5,2,2,5.35,"Aperiodic",9,3.227,1
5,1,1,2.675,"Aperiodic",16,4.951,1
5,-2,2,-5.35,"Aperiodic",3,1.032,1
5,-1,1,-2.675,"Aperiodic",9,2.419,1
5,-1,1,-2.675,"Aperiodic",16,5.32,1
5,4,4,10.7,"Periodic",3,0.869,1
5,1,1,2.675,"Periodic",7,2.238,0
5,-2,2,-5.35,"Periodic",4,1.059,1
5,4,4,10.7,"Aperiodic",4,1.071,1
5,-4,4,-10.7,"Periodic",4,1.016,1
5,4,4,10.7,"Periodic",7,2.142,1
5,-2,2,-5.35,"Aperiodic",6,1.845,1
5,-1,1,-2.675,"Periodic",6,1.728,1
5,4,4,10.7,"Periodic",3,0.735,1
5,1,1,2.675,"Aperiodic",4,1.243,1
5,-4,4,-10.7,"Aperiodic",3,0.842,1
5,2,2,5.35,"Periodic",5,1.443,1
5,-4,4,-10.7,"Aperiodic",3,0.816,1
5,1,1,2.675,"Aperiodic",8,2.752,1
5,-4,4,-10.7,"Aperiodic",4,1.209,1
5,-2,2,-5.35,"Aperiodic",5,1.74,1
5,-1,1,-2.675,"Aperiodic",17,5.534,1
5,-4,4,-10.7,"Aperiodic",3,0.812,1
5,1,1,2.675,"Periodic",12,3.863,0
5,4,4,10.7,"Aperiodic",5,1.63,1
5,1,1,2.675,"Aperiodic",15,5.054,1
5,4,4,10.7,"Periodic",2,0.645,1
5,-1,1,-2.675,"Aperiodic",7,1.961,1
5,2,2,5.35,"Aperiodic",4,1.216,1
5,2,2,5.35,"Periodic",3,0.872,1
5,4,4,10.7,"Aperiodic",5,1.635,1
5,2,2,5.35,"Periodic",4,1.273,1
5,4,4,10.7,"Aperiodic",2,0.619,1
5,-2,2,-5.35,"Aperiodic",4,1.26,1
5,1,1,2.675,"Aperiodic",10,2.998,0
5,1,1,2.675,"Periodic",9,2.681,1
5,1,1,2.675,"Aperiodic",9,2.967,1
5,2,2,5.35,"Periodic",4,1.222,1
5,-1,1,-2.675,"Periodic",17,5.626,1
5,1,1,2.675,"Periodic",11,3.473,1
5,4,4,10.7,"Aperiodic",3,0.834,1
5,-2,2,-5.35,"Aperiodic",5,1.395,1
5,-1,1,-2.675,"Aperiodic",12,3.502,1
5,-2,2,-5.35,"Periodic",6,1.751,1
5,-4,4,-10.7,"Aperiodic",3,0.89,1
5,-2,2,-5.35,"Periodic",6,1.763,1
5,-4,4,-10.7,"Periodic",2,0.421,1
5,-1,1,-2.675,"Periodic",5,1.54,1
5,2,2,5.35,"Aperiodic",4,1.039,1
5,2,2,5.35,"Aperiodic",2,0.747,1
5,2,2,5.35,"Aperiodic",2,0.693,1
5,-2,2,-5.35,"Periodic",3,0.679,1
5,2,2,5.35,"Periodic",3,0.826,1
5,1,1,2.675,"Periodic",3,0.705,1
5,2,2,5.35,"Aperiodic",6,2.289,1
5,4,4,10.7,"Periodic",4,1.122,1
5,-2,2,-5.35,"Periodic",2,0.623,1
5,-4,4,-10.7,"Periodic",2,0.612,1
5,-4,4,-10.7,"Periodic",4,1.027,1
5,-1,1,-2.675,"Periodic",13,4.151,1
5,-4,4,-10.7,"Periodic",8,2.432,1
5,-1,1,-2.675,"Periodic",7,2.054,1
5,4,4,10.7,"Periodic",3,0.958,1
5,-1,1,-2.675,"Periodic",5,1.531,1
5,2,2,5.35,"Periodic",7,2.147,1
5,2,2,5.35,"Aperiodic",3,0.817,1
5,1,1,2.675,"Periodic",12,3.664,1
5,4,4,10.7,"Aperiodic",3,0.587,1
5,1,1,2.675,"Periodic",8,2.407,1
5,1,1,2.675,"Periodic",13,4.067,1
5,2,2,5.35,"Aperiodic",2,0.628,1
5,2,2,5.35,"Aperiodic",10,3.187,1
5,-2,2,-5.35,"Aperiodic",4,1.062,1
5,-1,1,-2.675,"Aperiodic",10,3.038,1
5,-1,1,-2.675,"Aperiodic",9,2.724,1
5,1,1,2.675,"Aperiodic",6,1.628,0
5,1,1,2.675,"Aperiodic",20,7.885,1
5,-1,1,-2.675,"Aperiodic",11,3.224,1
5,-1,1,-2.675,"Periodic",8,2.66,0
5,4,4,10.7,"Aperiodic",7,2.172,1
5,2,2,5.35,"Periodic",12,3.707,1
5,-4,4,-10.7,"Aperiodic",5,1.268,1
5,-4,4,-10.7,"Periodic",9,2.83,1
5,-4,4,-10.7,"Aperiodic",4,1.254,1
5,-2,2,-5.35,"Periodic",7,2.025,1
5,-2,2,-5.35,"Aperiodic",20,6.951,0
5,4,4,10.7,"Periodic",4,1.322,1
5,-2,2,-5.35,"Aperiodic",5,1.718,1
5,4,4,10.7,"Aperiodic",4,1.36,1
5,-4,4,-10.7,"Aperiodic",7,1.991,1
5,2,2,5.35,"Periodic",11,3.591,1
5,-4,4,-10.7,"Periodic",6,1.717,1
5,4,4,10.7,"Aperiodic",3,0.857,1
5,2,2,5.35,"Aperiodic",18,5.624,1
5,4,4,10.7,"Periodic",3,0.82,1
5,-4,4,-10.7,"Periodic",3,0.847,1
5,-2,2,-5.35,"Periodic",5,1.461,1
5,-1,1,-2.675,"Aperiodic",3,1.206,1
5,1,1,2.675,"Aperiodic",5,1.299,1
5,2,2,5.35,"Periodic",8,2.47,1
5,-1,1,-2.675,"Aperiodic",18,5.857,0
5,-4,4,-10.7,"Periodic",3,0.836,1
5,-2,2,-5.35,"Aperiodic",13,3.98,1
5,1,1,2.675,"Aperiodic",3,0.708,1
5,4,4,10.7,"Periodic",5,1.339,1
5,-2,2,-5.35,"Periodic",5,1.645,1
5,4,4,10.7,"Aperiodic",2,0.544,1
5,-4,4,-10.7,"Aperiodic",2,0.599,1
5,1,1,2.675,"Aperiodic",3,0.778,1
5,-2,2,-5.35,"Aperiodic",3,0.745,1
5,2,2,5.35,"Periodic",4,1.055,1
5,-1,1,-2.675,"Periodic",7,2.331,0
5,-4,4,-10.7,"Aperiodic",3,1.207,1
5,-2,2,-5.35,"Periodic",4,1.075,1
5,-1,1,-2.675,"Periodic",12,3.72,1
5,2,2,5.35,"Aperiodic",3,0.963,1
5,1,1,2.675,"Periodic",2,0.639,1
5,1,1,2.675,"Periodic",3,0.898,1
5,-4,4,-10.7,"Periodic",2,0.661,1
5,4,4,10.7,"Periodic",3,0.981,1
5,-2,2,-5.35,"Periodic",4,1.214,1
5,-1,1,-2.675,"Periodic",20,8.29,1
5,-1,1,-2.675,"Periodic",13,4.19,0
5,4,4,10.7,"Aperiodic",3,0.797,1
5,4,4,10.7,"Aperiodic",5,1.237,1
5,1,1,2.675,"Aperiodic",5,1.86,1
5,1,1,2.675,"Periodic",20,6.706,1
5,2,2,5.35,"Periodic",4,1.148,1
5,4,4,10.7,"Aperiodic",6,1.86,1
5,-2,2,-5.35,"Periodic",4,1.262,1
5,2,2,5.35,"Periodic",5,1.467,1
5,-4,4,-10.7,"Periodic",3,0.947,1
5,-4,4,-10.7,"Aperiodic",4,1.276,1
5,1,1,2.675,"Aperiodic",9,2.867,1
5,-4,4,-10.7,"Periodic",4,1.09,1
5,1,1,2.675,"Periodic",14,4.621,1
5,-4,4,-10.7,"Aperiodic",4,1.227,1
5,1,1,2.675,"Aperiodic",5,1.452,1
5,-1,1,-2.675,"Aperiodic",10,3.481,1
5,4,4,10.7,"Periodic",3,0.73,1
5,-1,1,-2.675,"Periodic",3,0.793,1
5,-4,4,-10.7,"Aperiodic",6,2.04,1
5,1,1,2.675,"Aperiodic",10,3.27,1
5,-1,1,-2.675,"Aperiodic",9,2.452,1
5,-1,1,-2.675,"Aperiodic",11,3.295,1
5,-4,4,-10.7,"Periodic",3,0.749,1
5,-4,4,-10.7,"Periodic",2,0.557,1
5,-1,1,-2.675,"Periodic",6,1.91,1
5,1,1,2.675,"Periodic",4,1.206,1
5,4,4,10.7,"Periodic",3,0.763,1
5,1,1,2.675,"Aperiodic",8,2.431,1
5,-2,2,-5.35,"Aperiodic",3,0.682,1
5,-2,2,-5.35,"Aperiodic",4,0.788,1
5,-1,1,-2.675,"Periodic",15,4.935,0
5,4,4,10.7,"Periodic",2,0.506,1
5,4,4,10.7,"Aperiodic",2,0.538,1
5,-4,4,-10.7,"Aperiodic",3,0.622,1
5,-2,2,-5.35,"Periodic",9,2.941,1
5,-2,2,-5.35,"Aperiodic",5,1.528,1
5,1,1,2.675,"Periodic",2,0.502,1
5,-1,1,-2.675,"Periodic",7,2.121,1
5,1,1,2.675,"Periodic",3,0.822,1
5,2,2,5.35,"Periodic",3,0.747,1
5,2,2,5.35,"Periodic",2,0.654,1
5,-2,2,-5.35,"Aperiodic",3,0.758,1
5,-4,4,-10.7,"Aperiodic",3,0.632,1
5,2,2,5.35,"Periodic",3,0.735,1
5,2,2,5.35,"Aperiodic",2,0.469,1
5,-4,4,-10.7,"Periodic",2,0.634,1
5,-2,2,-5.35,"Periodic",5,1.576,1
5,2,2,5.35,"Aperiodic",4,0.953,0
5,-2,2,-5.35,"Periodic",6,1.733,0
5,4,4,10.7,"Aperiodic",3,0.898,1
5,-2,2,-5.35,"Periodic",3,0.865,1
5,2,2,5.35,"Aperiodic",3,0.771,1
5,2,2,5.35,"Aperiodic",5,1.458,1
5,2,2,5.35,"Aperiodic",3,0.771,1
5,4,4,10.7,"Periodic",3,0.945,1
5,-1,1,-2.675,"Aperiodic",3,0.93,1
5,-1,1,-2.675,"Aperiodic",12,3.867,1
5,4,4,10.7,"Periodic",2,0.574,1
5,-2,2,-5.35,"Aperiodic",2,0.728,1
5,-1,1,-2.675,"Aperiodic",3,0.875,1
5,2,2,5.35,"Periodic",2,0.63,1
5,-1,1,-2.675,"Periodic",7,2.035,1
5,-1,1,-2.675,"Aperiodic",7,2.306,1
5,-2,2,-5.35,"Aperiodic",3,0.96,1
5,4,4,10.7,"Periodic",3,0.955,1
5,-2,2,-5.35,"Aperiodic",5,1.529,1
5,1,1,2.675,"Aperiodic",5,1.233,1
5,-4,4,-10.7,"Aperiodic",3,0.624,1
5,4,4,10.7,"Periodic",2,0.657,1
5,1,1,2.675,"Aperiodic",6,2.143,1
5,-2,2,-5.35,"Periodic",14,4.431,1
5,-1,1,-2.675,"Periodic",20,6.774,0
5,-1,1,-2.675,"Aperiodic",20,6.699,0
5,-4,4,-10.7,"Periodic",3,0.806,1
5,2,2,5.35,"Aperiodic",7,2.224,1
5,1,1,2.675,"Periodic",3,0.685,1
5,2,2,5.35,"Aperiodic",3,0.681,1
5,-2,2,-5.35,"Periodic",3,0.922,1
5,1,1,2.675,"Periodic",2,0.631,1
5,2,2,5.35,"Aperiodic",6,1.66,1
5,-4,4,-10.7,"Periodic",3,0.895,1
5,2,2,5.35,"Periodic",3,0.796,1
5,1,1,2.675,"Periodic",3,0.973,1
5,-1,1,-2.675,"Aperiodic",3,0.942,0
5,4,4,10.7,"Aperiodic",3,0.818,1
5,4,4,10.7,"Aperiodic",3,0.609,1
5,4,4,10.7,"Periodic",3,0.943,1
5,2,2,5.35,"Periodic",3,0.798,1
5,4,4,10.7,"Periodic",3,0.872,1
5,-4,4,-10.7,"Periodic",3,0.863,1
5,2,2,5.35,"Periodic",3,0.669,1
5,1,1,2.675,"Aperiodic",3,0.791,1
5,1,1,2.675,"Periodic",12,3.808,1
5,-4,4,-10.7,"Periodic",3,0.831,1
5,1,1,2.675,"Aperiodic",3,0.8,1
5,-1,1,-2.675,"Periodic",15,4.91,1
5,4,4,10.7,"Aperiodic",3,0.785,1
5,-1,1,-2.675,"Periodic",5,1.509,1
5,-2,2,-5.35,"Aperiodic",9,2.62,1
5,-2,2,-5.35,"Aperiodic",6,1.736,1
5,4,4,10.7,"Aperiodic",2,0.714,1
5,-2,2,-5.35,"Periodic",9,2.723,1
5,2,2,5.35,"Periodic",2,0.652,1
5,4,4,10.7,"Periodic",3,0.808,1
5,-2,2,-5.35,"Aperiodic",4,1.247,1
5,-2,2,-5.35,"Periodic",16,5.063,1
5,-4,4,-10.7,"Periodic",3,0.785,1
5,-4,4,-10.7,"Aperiodic",2,0.689,1
5,-1,1,-2.675,"Aperiodic",10,3.155,1
5,2,2,5.35,"Aperiodic",3,0.655,1
5,-1,1,-2.675,"Periodic",18,5.922,1
5,-2,2,-5.35,"Periodic",4,1.247,1
5,2,2,5.35,"Aperiodic",19,6.116,1
5,-4,4,-10.7,"Aperiodic",3,0.864,1
5,1,1,2.675,"Aperiodic",10,3.316,1
5,4,4,10.7,"Aperiodic",3,0.952,1
5,-4,4,-10.7,"Aperiodic",3,0.745,1
5,-4,4,-10.7,"Aperiodic",5,1.101,1
5,1,1,2.675,"Periodic",3,0.98,1
5,-2,2,-5.35,"Aperiodic",11,3.464,1
5,1,1,2.675,"Periodic",6,1.826,1
5,4,4,10.7,"Periodic",3,0.728,1
5,4,4,10.7,"Aperiodic",3,0.846,1
5,4,4,10.7,"Periodic",3,0.751,1
5,-2,2,-5.35,"Periodic",3,0.768,1
5,2,2,5.35,"Aperiodic",8,2.288,1
5,-2,2,-5.35,"Periodic",6,1.912,0
5,4,4,10.7,"Periodic",3,0.7,1
5,-2,2,-5.35,"Periodic",5,1.368,1
5,4,4,10.7,"Aperiodic",2,0.528,1
5,-4,4,-10.7,"Aperiodic",3,0.636,1
5,-4,4,-10.7,"Periodic",3,0.745,1
5,-1,1,-2.675,"Periodic",7,2.25,1
5,-4,4,-10.7,"Aperiodic",3,0.593,1
5,-1,1,-2.675,"Aperiodic",15,4.621,1
5,4,4,10.7,"Aperiodic",3,0.652,1
5,-1,1,-2.675,"Aperiodic",5,1.168,1
5,-4,4,-10.7,"Aperiodic",2,0.583,1
5,4,4,10.7,"Periodic",3,0.777,1
5,1,1,2.675,"Aperiodic",12,4.041,1
5,-2,2,-5.35,"Periodic",4,1.132,1
5,2,2,5.35,"Periodic",4,1.173,1
5,2,2,5.35,"Aperiodic",7,2.273,1
5,-2,2,-5.35,"Periodic",5,1.452,1
5,-4,4,-10.7,"Periodic",3,0.759,1
5,1,1,2.675,"Aperiodic",3,1.086,1
5,-2,2,-5.35,"Aperiodic",4,0.987,1
5,2,2,5.35,"Aperiodic",3,0.597,1
5,4,4,10.7,"Aperiodic",9,3.04,0
5,2,2,5.35,"Periodic",20,7.288,1
5,1,1,2.675,"Aperiodic",6,1.903,1
5,1,1,2.675,"Periodic",5,1.566,1
5,4,4,10.7,"Periodic",3,0.921,1
5,-1,1,-2.675,"Aperiodic",7,2.205,1
5,2,2,5.35,"Periodic",5,1.336,1
5,-1,1,-2.675,"Periodic",9,2.773,1
5,-2,2,-5.35,"Aperiodic",13,4.265,0
5,1,1,2.675,"Periodic",6,1.795,1
5,4,4,10.7,"Aperiodic",4,1.272,1
5,2,2,5.35,"Periodic",6,1.682,1
5,1,1,2.675,"Aperiodic",10,3.262,1
5,-4,4,-10.7,"Periodic",7,2.317,1
5,-4,4,-10.7,"Periodic",3,0.863,1
5,-1,1,-2.675,"Aperiodic",10,3.419,0
5,2,2,5.35,"Aperiodic",3,0.648,1
5,-2,2,-5.35,"Aperiodic",16,5.027,1
5,-1,1,-2.675,"Periodic",14,4.429,1
5,-1,1,-2.675,"Periodic",3,0.973,0
5,-4,4,-10.7,"Aperiodic",3,0.777,1
5,-4,4,-10.7,"Aperiodic",5,1.826,1
5,-4,4,-10.7,"Periodic",5,1.456,1
5,1,1,2.675,"Aperiodic",4,1.333,1
5,-1,1,-2.675,"Aperiodic",18,5.866,0
5,-1,1,-2.675,"Periodic",14,4.415,1
5,2,2,5.35,"Periodic",3,0.885,1
5,1,1,2.675,"Periodic",20,6.584,1
5,2,2,5.35,"Aperiodic",4,1.144,1
5,1,1,2.675,"Periodic",8,2.433,1
5,-2,2,-5.35,"Aperiodic",15,4.517,1
5,-2,2,-5.35,"Aperiodic",4,1.263,1
5,4,4,10.7,"Aperiodic",4,0.863,1
5,-4,4,-10.7,"Aperiodic",3,0.725,1
5,2,2,5.35,"Periodic",6,1.768,1
5,-2,2,-5.35,"Periodic",4,1.166,1
5,4,4,10.7,"Aperiodic",2,0.709,1
5,1,1,2.675,"Periodic",7,2.316,1
5,-4,4,-10.7,"Periodic",3,0.688,1
5,2,2,5.35,"Aperiodic",2,0.6,1
5,-4,4,-10.7,"Aperiodic",4,1.037,1
5,-2,2,-5.35,"Aperiodic",4,0.877,0
5,-2,2,-5.35,"Aperiodic",4,0.849,1
5,-4,4,-10.7,"Periodic",6,1.831,1
5,4,4,10.7,"Periodic",2,0.565,1
5,-1,1,-2.675,"Periodic",10,3.329,1
5,4,4,10.7,"Periodic",2,0.619,1
5,-2,2,-5.35,"Periodic",13,4.244,1
5,4,4,10.7,"Periodic",3,0.769,1
5,-1,1,-2.675,"Periodic",12,3.728,1
5,1,1,2.675,"Periodic",4,1.292,1
5,-1,1,-2.675,"Aperiodic",12,3.843,0
5,2,2,5.35,"Aperiodic",5,1.396,1
5,2,2,5.35,"Aperiodic",3,0.618,1
5,-2,2,-5.35,"Periodic",4,1.012,1
5,1,1,2.675,"Aperiodic",10,3.319,1
5,2,2,5.35,"Aperiodic",3,0.733,1
5,4,4,10.7,"Periodic",2,0.503,1
5,-4,4,-10.7,"Aperiodic",3,0.766,1
5,1,1,2.675,"Aperiodic",2,0.66,1
5,2,2,5.35,"Aperiodic",3,0.707,1
5,1,1,2.675,"Periodic",4,1.271,1
5,-4,4,-10.7,"Periodic",5,1.382,1
5,-1,1,-2.675,"Aperiodic",3,1.058,0
5,-1,1,-2.675,"Aperiodic",4,0.958,1
5,4,4,10.7,"Aperiodic",8,2.157,1
5,-2,2,-5.35,"Aperiodic",8,2.487,1
5,4,4,10.7,"Aperiodic",2,0.621,1
5,1,1,2.675,"Aperiodic",14,4.358,1
5,-4,4,-10.7,"Aperiodic",3,0.712,1
5,1,1,2.675,"Aperiodic",3,0.838,1
5,1,1,2.675,"Periodic",2,0.569,1
5,-4,4,-10.7,"Aperiodic",2,0.807,1
5,-4,4,-10.7,"Periodic",3,0.735,1
5,2,2,5.35,"Periodic",2,0.584,1
5,-1,1,-2.675,"Aperiodic",3,0.744,0
5,1,1,2.675,"Periodic",4,1.063,1
5,2,2,5.35,"Periodic",9,2.909,1
5,4,4,10.7,"Periodic",2,0.503,1
5,-2,2,-5.35,"Periodic",3,0.752,1
5,-1,1,-2.675,"Periodic",5,1.502,1
5,-2,2,-5.35,"Periodic",9,2.681,1
5,4,4,10.7,"Aperiodic",2,0.544,1
5,2,2,5.35,"Periodic",2,0.396,1
5,-1,1,-2.675,"Periodic",3,0.712,1
5,-4,4,-10.7,"Periodic",3,0.819,1
5,-2,2,-5.35,"Aperiodic",2,0.659,1
5,-1,1,-2.675,"Aperiodic",5,1.859,1
5,2,2,5.35,"Periodic",5,1.629,0
5,1,1,2.675,"Aperiodic",2,0.692,1
5,-1,1,-2.675,"Periodic",3,0.878,1
6,4,4,7.26,"Periodic",7,2.317,1
6,4,4,7.26,"Aperiodic",7,1.962,1
6,2,2,3.63,"Aperiodic",10,3.357,1
6,-1,1,-1.815,"Periodic",8,2.406,1
6,4,4,7.26,"Periodic",9,2.883,1
6,4,4,7.26,"Aperiodic",6,1.683,1
